"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
我們甲順	우리 갑순이	SBS	4	2016-09-04	6.1%
我們甲順	우리 갑순이	SBS	5	2016-09-10	6.2%
我們甲順	우리 갑순이	SBS	6	2016-09-11	6.3%
我們甲順	우리 갑순이	SBS	7	2016-09-17	7.1%
我們甲順	우리 갑순이	SBS	8	2016-09-18	7.6%
我們甲順	우리 갑순이	SBS	9	2016-09-24	6.4%
我們甲順	우리 갑순이	SBS	10	2016-09-25	7.7%
我們甲順	우리 갑순이	SBS	11	2016-10-01	6.7%
我們甲順	우리 갑순이	SBS	12	2016-10-02	8.4%
我們甲順	우리 갑순이	SBS	13	2016-10-08	7.2%
我們甲順	우리 갑순이	SBS	14	2016-10-09	7.3%
我們甲順	우리 갑순이	SBS	15	2016-10-15	7.3%
我們甲順	우리 갑순이	SBS	16	2016-10-16	8.2%
我們甲順	우리 갑순이	SBS	17	2016-10-22	6.2%
我們甲順	우리 갑순이	SBS	18	2016-10-23	8.3%
我們甲順	우리 갑순이	SBS	19	2016-10-29	7.7%
我們甲順	우리 갑순이	SBS	20	2016-10-30	8.7%
我們甲順	우리 갑순이	SBS	21	2016-11-05	8.0%
我們甲順	우리 갑순이	SBS	22	2016-11-05	9.8%
我們甲順	우리 갑순이	SBS	23	2016-11-12	8.2%
我們甲順	우리 갑순이	SBS	24	2016-11-19	8.3%
我們甲順	우리 갑순이	SBS	25	2016-11-19	12.5%
我們甲順	우리 갑순이	SBS	26	2016-11-26	8.9%
我們甲順	우리 갑순이	SBS	27	2016-11-26	13.2%
我們甲順	우리 갑순이	SBS	28	2016-12-03	8.0%
我們甲順	우리 갑순이	SBS	29	2016-12-03	13.4%
我們甲順	우리 갑순이	SBS	30	2016-12-10	9.2%
我們甲順	우리 갑순이	SBS	31	2016-12-10	14.3%
我們甲順	우리 갑순이	SBS	32	2016-12-17	9.3%
我們甲順	우리 갑순이	SBS	33	2016-12-17	15.1%
我們甲順	우리 갑순이	SBS	34	2016-12-24	8.0%
我們甲順	우리 갑순이	SBS	35	2016-12-24	13.5%
我們甲順	우리 갑순이	SBS	-	2016-12-31	▌▌
我們甲順	우리 갑순이	SBS	36	2017-01-07	8.2%
我們甲順	우리 갑순이	SBS	37	2017-01-07	14.9%
我們甲順	우리 갑순이	SBS	38	2017-01-14	9.0%
我們甲順	우리 갑순이	SBS	39	2017-01-14	16.5%
我們甲順	우리 갑순이	SBS	40	2017-01-21	7.5%
我們甲順	우리 갑순이	SBS	41	2017-01-21	13.8%
我們甲順	우리 갑순이	SBS	-	2017-01-28	▌▌
我們甲順	우리 갑순이	SBS	42	2017-02-04	7.8%
我們甲順	우리 갑순이	SBS	43	2017-02-04	15.0%
我們甲順	우리 갑순이	SBS	44	2017-02-11	8.5%
我們甲順	우리 갑순이	SBS	45	2017-02-11	14.9%
我們甲順	우리 갑순이	SBS	46	2017-02-18	6.8%
我們甲順	우리 갑순이	SBS	47	2017-02-18	14.1%
我們甲順	우리 갑순이	SBS	48	2017-02-25	6.7%
吹吧，美風啊	불어라 미풍아	MBC	1	2016-08-27	10.3%
吹吧，美風啊	불어라 미풍아	MBC	2	2016-08-28	12.4%
吹吧，美風啊	불어라 미풍아	MBC	3	2016-09-03	12.0%
吹吧，美風啊	불어라 미풍아	MBC	4	2016-09-04	14.0%
吹吧，美風啊	불어라 미풍아	MBC	5	2016-09-10	12.9%
吹吧，美風啊	불어라 미풍아	MBC	6	2016-09-11	13.3%
吹吧，美風啊	불어라 미풍아	MBC	7	2016-09-17	13.6%
吹吧，美風啊	불어라 미풍아	MBC	8	2016-09-18	12.8%
吹吧，美風啊	불어라 미풍아	MBC	9	2016-09-24	11.8%
吹吧，美風啊	불어라 미풍아	MBC	10	2016-09-25	12.7%
吹吧，美風啊	불어라 미풍아	MBC	11	2016-10-01	13.1%
吹吧，美風啊	불어라 미풍아	MBC	12	2016-10-02	12.3%
吹吧，美風啊	불어라 미풍아	MBC	13	2016-10-08	12.8%
吹吧，美風啊	불어라 미풍아	MBC	14	2016-10-09	12.9%
吹吧，美風啊	불어라 미풍아	MBC	15	2016-10-15	11.7%
吹吧，美風啊	불어라 미풍아	MBC	16	2016-10-16	12.5%
吹吧，美風啊	불어라 미풍아	MBC	17	2016-10-22	10.4%
吹吧，美風啊	불어라 미풍아	MBC	18	2016-10-23	12.6%
吹吧，美風啊	불어라 미풍아	MBC	19	2016-10-29	11.8%
吹吧，美風啊	불어라 미풍아	MBC	20	2016-10-30	11.9%
吹吧，美風啊	불어라 미풍아	MBC	21	2016-11-05	11.0%
吹吧，美風啊	불어라 미풍아	MBC	22	2016-11-06	12.4%
吹吧，美風啊	불어라 미풍아	MBC	23	2016-11-12	10.6%
吹吧，美風啊	불어라 미풍아	MBC	24	2016-11-13	12.1%
吹吧，美風啊	불어라 미풍아	MBC	25	2016-11-19	10.6%
吹吧，美風啊	불어라 미풍아	MBC	26	2016-11-20	14.8%
吹吧，美風啊	불어라 미풍아	MBC	27	2016-11-26	11.6%
吹吧，美風啊	불어라 미풍아	MBC	28	2016-11-27	15.1%
吹吧，美風啊	불어라 미풍아	MBC	29	2016-12-03	11.4%
吹吧，美風啊	불어라 미풍아	MBC	30	2016-12-04	15.2%
吹吧，美風啊	불어라 미풍아	MBC	31	2016-12-10	12.8%
吹吧，美風啊	불어라 미풍아	MBC	32	2016-12-11	13.8%
吹吧，美風啊	불어라 미풍아	MBC	33	2016-12-17	12.4%
吹吧，美風啊	불어라 미풍아	MBC	34	2016-12-18	16.1%
吹吧，美風啊	불어라 미풍아	MBC	35	2016-12-24	12.4%
吹吧，美風啊	불어라 미풍아	MBC	36	2016-12-25	16.3%
吹吧，美風啊	불어라 미풍아	MBC	-	2016-12-31	▌▌
吹吧，美風啊	불어라 미풍아	MBC	37	2017-01-01	18.7%
吹吧，美風啊	불어라 미풍아	MBC	38	2017-01-07	15.4%
吹吧，美風啊	불어라 미풍아	MBC	39	2017-01-08	18.6%
吹吧，美風啊	불어라 미풍아	MBC	40	2017-01-14	16.6%
吹吧，美風啊	불어라 미풍아	MBC	41	2017-01-15	20.5%
吹吧，美風啊	불어라 미풍아	MBC	42	2017-01-21	15.3%
吹吧，美風啊	불어라 미풍아	MBC	43	2017-01-22	19.8%
吹吧，美風啊	불어라 미풍아	MBC	44	2017-01-28	16.4%
吹吧，美風啊	불어라 미풍아	MBC	45	2017-01-29	18.8%
吹吧，美風啊	불어라 미풍아	MBC	46	2017-02-04	18.1%
吹吧，美風啊	불어라 미풍아	MBC	47	2017-02-05	21.6%
吹吧，美風啊	불어라 미풍아	MBC	48	2017-02-11	18.5%
吹吧，美風啊	불어라 미풍아	MBC	49	2017-02-12	22.1%
吹吧，美風啊	불어라 미풍아	MBC	1	2016-08-27	10.3%
吹吧，美風啊	불어라 미풍아	MBC	2	2016-08-28	12.4%
吹吧，美風啊	불어라 미풍아	MBC	3	2016-09-03	12.0%
吹吧，美風啊	불어라 미풍아	MBC	4	2016-09-04	14.0%
吹吧，美風啊	불어라 미풍아	MBC	5	2016-09-10	12.9%
吹吧，美風啊	불어라 미풍아	MBC	6	2016-09-11	13.3%
吹吧，美風啊	불어라 미풍아	MBC	7	2016-09-17	13.6%
吹吧，美風啊	불어라 미풍아	MBC	8	2016-09-18	12.8%
吹吧，美風啊	불어라 미풍아	MBC	9	2016-09-24	11.8%
吹吧，美風啊	불어라 미풍아	MBC	10	2016-09-25	12.7%
吹吧，美風啊	불어라 미풍아	MBC	11	2016-10-01	13.1%
吹吧，美風啊	불어라 미풍아	MBC	12	2016-10-02	12.3%
吹吧，美風啊	불어라 미풍아	MBC	13	2016-10-08	12.8%
吹吧，美風啊	불어라 미풍아	MBC	14	2016-10-09	12.9%
吹吧，美風啊	불어라 미풍아	MBC	15	2016-10-15	11.7%
吹吧，美風啊	불어라 미풍아	MBC	16	2016-10-16	12.5%
吹吧，美風啊	불어라 미풍아	MBC	17	2016-10-22	10.4%
吹吧，美風啊	불어라 미풍아	MBC	18	2016-10-23	12.6%
吹吧，美風啊	불어라 미풍아	MBC	19	2016-10-29	11.8%
吹吧，美風啊	불어라 미풍아	MBC	20	2016-10-30	11.9%
吹吧，美風啊	불어라 미풍아	MBC	21	2016-11-05	11.0%
吹吧，美風啊	불어라 미풍아	MBC	22	2016-11-06	12.4%
吹吧，美風啊	불어라 미풍아	MBC	23	2016-11-12	10.6%
吹吧，美風啊	불어라 미풍아	MBC	24	2016-11-13	12.1%
吹吧，美風啊	불어라 미풍아	MBC	25	2016-11-19	10.6%
吹吧，美風啊	불어라 미풍아	MBC	26	2016-11-20	14.8%
吹吧，美風啊	불어라 미풍아	MBC	27	2016-11-26	11.6%
吹吧，美風啊	불어라 미풍아	MBC	28	2016-11-27	15.1%
吹吧，美風啊	불어라 미풍아	MBC	29	2016-12-03	11.4%
吹吧，美風啊	불어라 미풍아	MBC	30	2016-12-04	15.2%
吹吧，美風啊	불어라 미풍아	MBC	31	2016-12-10	12.8%
吹吧，美風啊	불어라 미풍아	MBC	32	2016-12-11	13.8%
吹吧，美風啊	불어라 미풍아	MBC	33	2016-12-17	12.4%
吹吧，美風啊	불어라 미풍아	MBC	34	2016-12-18	16.1%
吹吧，美風啊	불어라 미풍아	MBC	35	2016-12-24	12.4%
吹吧，美風啊	불어라 미풍아	MBC	36	2016-12-25	16.3%
吹吧，美風啊	불어라 미풍아	MBC	-	2016-12-31	▌▌
吹吧，美風啊	불어라 미풍아	MBC	37	2017-01-01	18.7%
吹吧，美風啊	불어라 미풍아	MBC	38	2017-01-07	15.4%
吹吧，美風啊	불어라 미풍아	MBC	39	2017-01-08	18.6%
吹吧，美風啊	불어라 미풍아	MBC	40	2017-01-14	16.6%
吹吧，美風啊	불어라 미풍아	MBC	41	2017-01-15	20.5%
吹吧，美風啊	불어라 미풍아	MBC	42	2017-01-21	15.3%
吹吧，美風啊	불어라 미풍아	MBC	43	2017-01-22	19.8%
吹吧，美風啊	불어라 미풍아	MBC	44	2017-01-28	16.4%
吹吧，美風啊	불어라 미풍아	MBC	45	2017-01-29	18.8%
吹吧，美風啊	불어라 미풍아	MBC	46	2017-02-04	18.1%
吹吧，美風啊	불어라 미풍아	MBC	47	2017-02-05	21.6%
吹吧，美風啊	불어라 미풍아	MBC	48	2017-02-11	18.5%
吹吧，美風啊	불어라 미풍아	MBC	49	2017-02-12	22.1%
吹吧，美風啊	불어라 미풍아	MBC	1	2016-08-27	10.3%
吹吧，美風啊	불어라 미풍아	MBC	2	2016-08-28	12.4%
吹吧，美風啊	불어라 미풍아	MBC	3	2016-09-03	12.0%
吹吧，美風啊	불어라 미풍아	MBC	4	2016-09-04	14.0%
吹吧，美風啊	불어라 미풍아	MBC	5	2016-09-10	12.9%
吹吧，美風啊	불어라 미풍아	MBC	6	2016-09-11	13.3%
吹吧，美風啊	불어라 미풍아	MBC	7	2016-09-17	13.6%
吹吧，美風啊	불어라 미풍아	MBC	8	2016-09-18	12.8%
吹吧，美風啊	불어라 미풍아	MBC	9	2016-09-24	11.8%
吹吧，美風啊	불어라 미풍아	MBC	10	2016-09-25	12.7%
吹吧，美風啊	불어라 미풍아	MBC	11	2016-10-01	13.1%
吹吧，美風啊	불어라 미풍아	MBC	12	2016-10-02	12.3%
吹吧，美風啊	불어라 미풍아	MBC	13	2016-10-08	12.8%
吹吧，美風啊	불어라 미풍아	MBC	14	2016-10-09	12.9%
吹吧，美風啊	불어라 미풍아	MBC	15	2016-10-15	11.7%
吹吧，美風啊	불어라 미풍아	MBC	16	2016-10-16	12.5%
吹吧，美風啊	불어라 미풍아	MBC	17	2016-10-22	10.4%
吹吧，美風啊	불어라 미풍아	MBC	18	2016-10-23	12.6%
吹吧，美風啊	불어라 미풍아	MBC	19	2016-10-29	11.8%
吹吧，美風啊	불어라 미풍아	MBC	20	2016-10-30	11.9%
吹吧，美風啊	불어라 미풍아	MBC	21	2016-11-05	11.0%
吹吧，美風啊	불어라 미풍아	MBC	22	2016-11-06	12.4%
吹吧，美風啊	불어라 미풍아	MBC	23	2016-11-12	10.6%
吹吧，美風啊	불어라 미풍아	MBC	24	2016-11-13	12.1%
吹吧，美風啊	불어라 미풍아	MBC	25	2016-11-19	10.6%
吹吧，美風啊	불어라 미풍아	MBC	26	2016-11-20	14.8%
吹吧，美風啊	불어라 미풍아	MBC	27	2016-11-26	11.6%
吹吧，美風啊	불어라 미풍아	MBC	28	2016-11-27	15.1%
吹吧，美風啊	불어라 미풍아	MBC	29	2016-12-03	11.4%
吹吧，美風啊	불어라 미풍아	MBC	30	2016-12-04	15.2%
吹吧，美風啊	불어라 미풍아	MBC	31	2016-12-10	12.8%
吹吧，美風啊	불어라 미풍아	MBC	32	2016-12-11	13.8%
吹吧，美風啊	불어라 미풍아	MBC	33	2016-12-17	12.4%
吹吧，美風啊	불어라 미풍아	MBC	34	2016-12-18	16.1%
吹吧，美風啊	불어라 미풍아	MBC	35	2016-12-24	12.4%
吹吧，美風啊	불어라 미풍아	MBC	36	2016-12-25	16.3%
吹吧，美風啊	불어라 미풍아	MBC	-	2016-12-31	▌▌
吹吧，美風啊	불어라 미풍아	MBC	37	2017-01-01	18.7%
吹吧，美風啊	불어라 미풍아	MBC	38	2017-01-07	15.4%
吹吧，美風啊	불어라 미풍아	MBC	39	2017-01-08	18.6%
吹吧，美風啊	불어라 미풍아	MBC	40	2017-01-14	16.6%
吹吧，美風啊	불어라 미풍아	MBC	41	2017-01-15	20.5%
吹吧，美風啊	불어라 미풍아	MBC	42	2017-01-21	15.3%
吹吧，美風啊	불어라 미풍아	MBC	43	2017-01-22	19.8%
吹吧，美風啊	불어라 미풍아	MBC	44	2017-01-28	16.4%
吹吧，美風啊	불어라 미풍아	MBC	45	2017-01-29	18.8%
吹吧，美風啊	불어라 미풍아	MBC	46	2017-02-04	18.1%
吹吧，美風啊	불어라 미풍아	MBC	47	2017-02-05	21.6%
吹吧，美風啊	불어라 미풍아	MBC	48	2017-02-11	18.5%
吹吧，美風啊	불어라 미풍아	MBC	49	2017-02-12	22.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	1	2016-08-27	23.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	2	2016-08-28	27.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	3	2016-09-03	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	4	2016-09-04	27.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	5	2016-09-10	24.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	6	2016-09-11	28.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	7	2016-09-17	25.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	8	2016-09-18	28.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	9	2016-09-24	24.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	10	2016-09-25	28.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	11	2016-10-01	24.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	12	2016-10-02	28.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	13	2016-10-08	24.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	14	2016-10-09	29.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	15	2016-10-15	23.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	16	2016-10-16	30.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	17	2016-10-22	23.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	18	2016-10-23	30.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	19	2016-10-29	24.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	20	2016-10-30	29.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	21	2016-11-05	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	22	2016-11-06	30.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	23	2016-11-12	22.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	24	2016-11-13	30.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	25	2016-11-19	26.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	26	2016-11-20	31.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	27	2016-11-26	28.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	28	2016-11-27	32.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	29	2016-12-03	23.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	30	2016-12-04	31.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	31	2016-12-10	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	32	2016-12-11	31.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	33	2016-12-17	24.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	34	2016-12-18	31.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	35	2016-12-24	23.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	36	2016-12-25	31.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	37	2016-12-31	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	38	2017-01-01	32.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	39	2017-01-07	26.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	40	2017-01-08	34.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	41	2017-01-14	29.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	42	2017-01-15	33.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	43	2017-01-21	25.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	44	2017-01-22	33.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	45	2017-01-28	25.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	46	2017-01-29	30.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	47	2017-02-04	29.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	48	2017-02-05	33.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	49	2017-02-11	29.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	50	2017-02-12	34.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	1	2016-08-27	23.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	2	2016-08-28	27.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	3	2016-09-03	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	4	2016-09-04	27.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	5	2016-09-10	24.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	6	2016-09-11	28.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	7	2016-09-17	25.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	8	2016-09-18	28.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	9	2016-09-24	24.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	10	2016-09-25	28.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	11	2016-10-01	24.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	12	2016-10-02	28.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	13	2016-10-08	24.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	14	2016-10-09	29.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	15	2016-10-15	23.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	16	2016-10-16	30.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	17	2016-10-22	23.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	18	2016-10-23	30.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	19	2016-10-29	24.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	20	2016-10-30	29.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	21	2016-11-05	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	22	2016-11-06	30.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	23	2016-11-12	22.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	24	2016-11-13	30.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	25	2016-11-19	26.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	26	2016-11-20	31.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	27	2016-11-26	28.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	28	2016-11-27	32.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	29	2016-12-03	23.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	30	2016-12-04	31.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	31	2016-12-10	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	32	2016-12-11	31.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	33	2016-12-17	24.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	34	2016-12-18	31.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	35	2016-12-24	23.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	36	2016-12-25	31.4%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	37	2016-12-31	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	38	2017-01-01	32.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	39	2017-01-07	26.9%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	40	2017-01-08	34.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	41	2017-01-14	29.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	42	2017-01-15	33.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	43	2017-01-21	25.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	44	2017-01-22	33.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	45	2017-01-28	25.3%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	46	2017-01-29	30.0%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	47	2017-02-04	29.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	48	2017-02-05	33.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	49	2017-02-11	29.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	50	2017-02-12	34.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	1	2016-08-27	23.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	2	2016-08-28	27.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	3	2016-09-03	23.8%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	4	2016-09-04	27.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	5	2016-09-10	24.6%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	6	2016-09-11	28.1%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	7	2016-09-17	25.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	8	2016-09-18	28.7%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	9	2016-09-24	24.5%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	10	2016-09-25	28.2%
月桂樹西裝店的紳士們	월계수 양복점 신사들	KBS2	11	2016-10-01	24.6%
